HumanGeneID,Symbol,Description,MitoCarta3.0_MitoPathways
100188893,TOMM6,translocase of outer mitochondrial membrane 6,"Protein import, sorting and homeostasis > Protein import and sorting > TOM"
26355,FAM162A,family with sequence similarity 162 member A,0
10058,ABCB6,ATP binding cassette subfamily B member 6 (Langereis blood group),Metabolism > Metals and cofactors > Heme synthesis and processing | Small molecule transport > ABC transporters
28992,MACROD1,mono-ADP ribosylhydrolase 1,Signaling
7263,TST,thiosulfate sulfurtransferase,Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Sulfur metabolism
56181,MTFR1L,mitochondrial fission regulator 1 like,0
56948,SDR39U1,short chain dehydrogenase/reductase family 39U member 1,0
29958,DMGDH,dimethylglycine dehydrogenase,Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Vitamin metabolism > Choline and betaine metabolism | Metabolism > Vitamin metabolism > Folate and 1-C metabolism
9016,SLC25A14,solute carrier family 25 member 14,Metabolism > Sulfur metabolism | Small molecule transport > SLC25A family
10650,PRELID3A,PRELI domain containing 3A,Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism
84269,CHCHD5,coiled-coil-helix-coiled-coil-helix domain containing 5,0
9868,TOMM70,translocase of outer mitochondrial membrane 70,"Protein import, sorting and homeostasis > Protein import and sorting > TOM"
4817,NIT1,nitrilase 1,Metabolism > Detoxification > ROS and glutathione metabolism
81889,FAHD1,fumarylacetoacetate hydrolase domain containing 1,Metabolism > Carbohydrate metabolism > TCA-associated
90550,MCU,mitochondrial calcium uniporter,Signaling > Calcium homeostasis > Calcium cycle | Small molecule transport > Calcium uniporter
1593,CYP27A1,cytochrome P450 family 27 subfamily A member 1,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis | Metabolism > Metals and cofactors > Heme-containing proteins"
9812,DELE1,DAP3 binding cell death enhancer 1,Signaling
79675,FASTKD1,FAST kinase domains 1,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay
10240,MRPS31,mitochondrial ribosomal protein S31,Mitochondrial central dogma > Translation > Mitochondrial ribosome
10840,ALDH1L1,aldehyde dehydrogenase 1 family member L1,Metabolism > Vitamin metabolism > Folate and 1-C metabolism
26024,PTCD1,pentatricopeptide repeat domain 1,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules
3032,HADHB,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta,Metabolism > Carbohydrate metabolism > Ketone metabolism | Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Amino acid metabolism > Lysine metabolism
54802,TRIT1,tRNA isopentenyltransferase 1,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications
54675,CRLS1,cardiolipin synthase 1,Metabolism > Lipid metabolism > Cardiolipin synthesis
132158,GLYCTK,glycerate kinase,Metabolism > Carbohydrate metabolism
81034,SLC25A32,solute carrier family 25 member 32,Metabolism > Vitamin metabolism > Vitamin B2 metabolism | Metabolism > Vitamin metabolism > Folate and 1-C metabolism | Small molecule transport > SLC25A family
57505,AARS2,"alanyl-tRNA synthetase 2, mitochondrial",Mitochondrial central dogma > Translation > mt-tRNA synthetases
9941,EXOG,exo/endonuclease G,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtDNA maintenance > mtDNA repair | Mitochondrial central dogma > mtDNA maintenance > mtDNA stability and decay
51142,CHCHD2,coiled-coil-helix-coiled-coil-helix domain containing 2,Mitochondrial dynamics and surveillance > Apoptosis
8564,KMO,kynurenine 3-monooxygenase,Metabolism > Amino acid metabolism > Kynurenine metabolism | Metabolism > Metals and cofactors > NAD biosynthesis and metabolism
94097,SFXN5,sideroflexin 5,Metabolism > Carbohydrate metabolism > TCA-associated | Small molecule transport > Sideroflexins
60528,ELAC2,elaC ribonuclease Z 2,Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing
2876,GPX1,glutathione peroxidase 1,Metabolism > Detoxification > ROS and glutathione metabolism | Metabolism > Detoxification > Selenoproteins
1375,CPT1B,carnitine palmitoyltransferase 1B,Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Metals and cofactors > Carnitine synthesis and transport | Metabolism > Metals and cofactors > Carnitine shuttle
51024,FIS1,"fission, mitochondrial 1",Mitochondrial dynamics and surveillance > Fission
27166,PRELID1,PRELI domain containing 1,Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism
7352,UCP3,uncoupling protein 3,Small molecule transport > SLC25A family
9481,SLC25A27,solute carrier family 25 member 27,Small molecule transport > SLC25A family
55972,SLC25A40,solute carrier family 25 member 40,Small molecule transport > SLC25A family
79085,SLC25A23,solute carrier family 25 member 23,Metabolism > Nucleotide metabolism > Nucleotide import | Signaling > Calcium homeostasis > EF hand proteins | Small molecule transport > SLC25A family
51409,HEMK1,HemK methyltransferase family member 1,Mitochondrial central dogma > Translation > Translation factors
55186,SLC25A36,solute carrier family 25 member 36,Metabolism > Nucleotide metabolism > Nucleotide import | Small molecule transport > SLC25A family
115209,OMA1,OMA1 zinc metallopeptidase,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases | Mitochondrial dynamics and surveillance > Fusion | Mitochondrial dynamics and surveillance > Fission"
137994,LETM2,leucine zipper and EF-hand containing transmembrane protein 2,0
115817,DHRS1,dehydrogenase/reductase 1,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis"
2040,STOM,stomatin,0
29081,METTL5,methyltransferase like 5,Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications
4482,MSRA,methionine sulfoxide reductase A,Metabolism > Detoxification > ROS and glutathione metabolism | Metabolism > Sulfur metabolism
254552,NUDT8,nudix hydrolase 8,Metabolism > Metals and cofactors > Coenzyme A metabolism
349565,NMNAT3,nicotinamide nucleotide adenylyltransferase 3,Metabolism > Metals and cofactors > NAD biosynthesis and metabolism
54977,SLC25A38,solute carrier family 25 member 38,Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Metals and cofactors > Heme synthesis and processing | Metabolism > Vitamin metabolism > Folate and 1-C metabolism | Small molecule transport > SLC25A family
84769,MPV17L2,MPV17 mitochondrial inner membrane protein like 2,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly
47,ACLY,ATP citrate lyase,Metabolism > Carbohydrate metabolism > TCA-associated
225,ABCD2,ATP binding cassette subfamily D member 2,Small molecule transport > ABC transporters
80308,FLAD1,flavin adenine dinucleotide synthetase 1,Metabolism > Vitamin metabolism > Vitamin B2 metabolism
51601,LIPT1,lipoyltransferase 1,Metabolism > Lipid metabolism > Lipoate insertion
80017,DGLUCY,D-glutamate cyclase,Metabolism > Amino acid metabolism
5106,PCK2,"phosphoenolpyruvate carboxykinase 2, mitochondrial",Metabolism > Carbohydrate metabolism > Gluconeogenesis | Metabolism > Carbohydrate metabolism > TCA-associated
133686,NADK2,"NAD kinase 2, mitochondrial",Metabolism > Metals and cofactors > NAD biosynthesis and metabolism
4357,MPST,mercaptopyruvate sulfurtransferase,Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Sulfur metabolism
25961,NUDT13,nudix hydrolase 13,Metabolism > Metals and cofactors > NAD biosynthesis and metabolism
31,ACACA,acetyl-CoA carboxylase alpha,Metabolism > Lipid metabolism > Type II fatty acid synthesis | Metabolism > Vitamin metabolism > Biotin utilizing proteins
18,ABAT,4-aminobutyrate aminotransferase,Metabolism > Amino acid metabolism > GABA metabolism | Metabolism > Metals and cofactors > Fe-S-containing proteins
3158,HMGCS2,3-hydroxy-3-methylglutaryl-CoA synthase 2,Metabolism > Carbohydrate metabolism > Ketone metabolism
7915,ALDH5A1,aldehyde dehydrogenase 5 family member A1,Metabolism > Amino acid metabolism > GABA metabolism
548596,CKMT1A,"creatine kinase, mitochondrial 1A",Metabolism > Nucleotide metabolism > Creatine metabolism
23761,PISD,phosphatidylserine decarboxylase,Metabolism > Lipid metabolism > Phospholipid metabolism
4710,NDUFB4,NADH:ubiquinone oxidoreductase subunit B4,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits
10975,UQCR11,"ubiquinol-cytochrome c reductase, complex III subunit XI",OXPHOS > Complex III > CIII subunits | OXPHOS > OXPHOS subunits
84908,FAM136A,family with sequence similarity 136 member A,0
401505,TOMM5,translocase of outer mitochondrial membrane 5,"Protein import, sorting and homeostasis > Protein import and sorting > TOM"
27429,HTRA2,HtrA serine peptidase 2,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases | Mitochondrial dynamics and surveillance > Apoptosis"
4694,NDUFA1,NADH:ubiquinone oxidoreductase subunit A1,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits
2987,GUK1,guanylate kinase 1,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing
728294,D2HGDH,D-2-hydroxyglutarate dehydrogenase,Metabolism > Carbohydrate metabolism > TCA-associated
80207,OPA3,outer mitochondrial membrane lipid metabolism regulator OPA3,0
57016,AKR1B10,aldo-keto reductase family 1 member B10,Metabolism > Vitamin metabolism > Vitamin A metabolism | Metabolism > Detoxification > Xenobiotic metabolism
5264,PHYH,phytanoyl-CoA 2-hydroxylase,Metabolism > Lipid metabolism
91942,NDUFAF2,NADH:ubiquinone oxidoreductase complex assembly factor 2,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors
51295,ECSIT,ECSIT signaling integrator,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors
55486,PARL,presenilin associated rhomboid like,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases | Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy"
28977,MRPL42,mitochondrial ribosomal protein L42,Mitochondrial central dogma > Translation > Mitochondrial ribosome
3338,DNAJC4,DnaJ heat shock protein family (Hsp40) member C4,"Protein import, sorting and homeostasis > Protein homeostasis"
51025,PAM16,presequence translocase associated motor 16,"Protein import, sorting and homeostasis > Protein import and sorting > Import motor"
224,ALDH3A2,aldehyde dehydrogenase 3 family member A2,Metabolism > Detoxification > ROS and glutathione metabolism
23305,ACSL6,acyl-CoA synthetase long chain family member 6,Metabolism > Lipid metabolism > Fatty acid oxidation
57380,MRS2,magnesium transporter MRS2,Small molecule transport | Signaling
55347,ABHD10,"abhydrolase domain containing 10, depalmitoylase",Metabolism > Detoxification > Xenobiotic metabolism
135114,HINT3,histidine triad nucleotide binding protein 3,0
11264,PXMP4,peroxisomal membrane protein 4,0
64172,OSGEPL1,O-sialoglycoprotein endopeptidase like 1,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications
318,NUDT2,nudix hydrolase 2,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing
80777,CYB5B,cytochrome b5 type B,Metabolism > Metals and cofactors > Heme-containing proteins | Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Detoxification > Amidoxime reducing complex | Metabolism > Electron carriers > Cytochromes
2926,GRSF1,G-rich RNA sequence binding factor 1,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly
28973,MRPS18B,mitochondrial ribosomal protein S18B,Mitochondrial central dogma > Translation > Mitochondrial ribosome
84277,DNAJC30,DnaJ heat shock protein family (Hsp40) member C30,0
847,CAT,catalase,Metabolism > Detoxification > ROS and glutathione metabolism
1716,DGUOK,deoxyguanosine kinase,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing
23597,ACOT9,acyl-CoA thioesterase 9,Metabolism > Lipid metabolism
84532,ACSS1,acyl-CoA synthetase short chain family member 1,Metabolism > Lipid metabolism > Fatty acid oxidation
55312,RFK,riboflavin kinase,Metabolism > Vitamin metabolism > Vitamin B2 metabolism
56910,STARD7,StAR related lipid transfer domain containing 7,Metabolism > Lipid metabolism > Phospholipid metabolism | Small molecule transport
56994,CHPT1,choline phosphotransferase 1,Metabolism > Lipid metabolism > Phospholipid metabolism
51300,TIMMDC1,translocase of inner mitochondrial membrane domain containing 1,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors
219938,SPATA19,spermatogenesis associated 19,0
10553,HTATIP2,HIV-1 Tat interactive protein 2,0
8574,AKR7A2,aldo-keto reductase family 7 member A2,Metabolism > Amino acid metabolism > GABA metabolism | Metabolism > Detoxification > Xenobiotic metabolism
1854,DUT,deoxyuridine triphosphatase,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing
25979,DHRS7B,dehydrogenase/reductase 7B,0
9617,MTRF1,mitochondrial translation release factor 1,Mitochondrial central dogma > Translation > Translation factors
55260,TMEM143,transmembrane protein 143,0
56953,NT5M,"5',3'-nucleotidase, mitochondrial",Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing
55288,RHOT1,ras homolog family member T1,Signaling > Calcium homeostasis > EF hand proteins | Mitochondrial dynamics and surveillance > Trafficking
4833,NME4,NME/NM23 nucleoside diphosphate kinase 4,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing
10588,MTHFS,methenyltetrahydrofolate synthetase,Metabolism > Vitamin metabolism > Folate and 1-C metabolism
90580,TIMM29,translocase of inner mitochondrial membrane 29,"Protein import, sorting and homeostasis > Protein import and sorting > TIM22 carrier pathway"
55163,PNPO,pyridoxamine 5'-phosphate oxidase,Metabolism > Vitamin metabolism > Vitamin B6 metabolism
221154,MICU2,mitochondrial calcium uptake 2,Signaling > Calcium homeostasis > Calcium cycle | Signaling > Calcium homeostasis > EF hand proteins | Small molecule transport > Calcium uniporter
84105,PCBD2,pterin-4 alpha-carbinolamine dehydratase 2,Metabolism > Metals and cofactors > Tetrahydobiopterin synthesis
55278,QRSL1,glutaminyl-tRNA amidotransferase subunit QRSL1,Mitochondrial central dogma > Translation > mt-tRNA synthetases
57143,ADCK1,aarF domain containing kinase 1,0
9588,PRDX6,peroxiredoxin 6,Metabolism > Lipid metabolism > Phospholipid metabolism | Metabolism > Detoxification > ROS and glutathione metabolism
8508,NIPSNAP1,nipsnap homolog 1,Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy
2617,GARS1,glycyl-tRNA synthetase 1,Mitochondrial central dogma > Translation > mt-tRNA synthetases
123876,ACSM2A,acyl-CoA synthetase medium chain family member 2A,Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Detoxification > Xenobiotic metabolism
84275,SLC25A33,solute carrier family 25 member 33,Metabolism > Nucleotide metabolism > Nucleotide import | Small molecule transport > SLC25A family
201229,LYRM9,LYR motif containing 9,0
53917,RAB24,"RAB24, member RAS oncogene family",Mitochondrial dynamics and surveillance > Fission | Mitochondrial dynamics and surveillance > Autophagy
25973,PARS2,"prolyl-tRNA synthetase 2, mitochondrial",Mitochondrial central dogma > Translation > mt-tRNA synthetases
122704,MRPL52,mitochondrial ribosomal protein L52,Mitochondrial central dogma > Translation > Mitochondrial ribosome
80324,PUS1,pseudouridine synthase 1,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications
2806,GOT2,glutamic-oxaloacetic transaminase 2,Metabolism > Carbohydrate metabolism > Malate-aspartate shuttle | Metabolism > Amino acid metabolism > Glutamate metabolism | Metabolism > Amino acid metabolism > Glyoxylate metabolism | Metabolism > Amino acid metabolism > Kynurenine metabolism | Metabolism > Sulfur metabolism
55739,NAXD,NAD(P)HX dehydratase,Metabolism > Metals and cofactors > NAD biosynthesis and metabolism
84680,ACCS,1-aminocyclopropane-1-carboxylate synthase homolog (inactive),0
51651,PTRH2,peptidyl-tRNA hydrolase 2,0
9489,PGS1,phosphatidylglycerophosphate synthase 1,Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism
55074,OXR1,oxidation resistance 1,Metabolism > Detoxification > ROS and glutathione metabolism
127018,LYPLAL1,lysophospholipase like 1,Metabolism > Lipid metabolism
54943,DNAJC28,DnaJ heat shock protein family (Hsp40) member C28,0
2356,FPGS,folylpolyglutamate synthase,Metabolism > Vitamin metabolism > Folate and 1-C metabolism
374882,TMEM205,transmembrane protein 205,0
401612,SLC25A53,solute carrier family 25 member 53,Small molecule transport > SLC25A family
150209,AIFM3,apoptosis inducing factor mitochondria associated 3,Metabolism > Metals and cofactors > Fe-S-containing proteins | Mitochondrial dynamics and surveillance > Apoptosis
4257,MGST1,microsomal glutathione S-transferase 1,Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Detoxification > ROS and glutathione metabolism
51537,MTFP1,mitochondrial fission process 1,Mitochondrial dynamics and surveillance > Fission
51287,COA4,cytochrome c oxidase assembly factor 4 homolog,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors
60491,NIF3L1,NGG1 interacting factor 3 like 1,0
126789,PUSL1,pseudouridine synthase like 1,Mitochondrial central dogma > Translation
113675,SDSL,serine dehydratase like,Metabolism > Amino acid metabolism > Serine metabolism
581,BAX,"BCL2 associated X, apoptosis regulator",Mitochondrial dynamics and surveillance > Apoptosis
57506,MAVS,mitochondrial antiviral signaling protein,Signaling > Immune response
64745,METTL17,methyltransferase like 17,Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly
32,ACACB,acetyl-CoA carboxylase beta,Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Vitamin metabolism > Biotin utilizing proteins
384,ARG2,arginase 2,Metabolism > Amino acid metabolism
55149,MTPAP,mitochondrial poly(A) polymerase,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > mtRNA metabolism > mt-mRNA modifications | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay
79714,CCDC51,coiled-coil domain containing 51,Small molecule transport
79783,SUGCT,succinyl-CoA:glutarate-CoA transferase,Metabolism > Amino acid metabolism
10059,DNM1L,dynamin 1 like,Mitochondrial dynamics and surveillance > Fission
4898,NRDC,nardilysin convertase,"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones | Protein import, sorting and homeostasis > Protein import and sorting"
55863,TMEM126B,transmembrane protein 126B,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors
387338,NSUN4,NOP2/Sun RNA methyltransferase 4,Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly
79611,ACSS3,acyl-CoA synthetase short chain family member 3,Metabolism > Lipid metabolism
116151,FAM210B,family with sequence similarity 210 member B,Metabolism > Metals and cofactors > Iron homeostasis
79863,RBFA,ribosome binding factor A,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly
254042,METAP1D,"methionyl aminopeptidase type 1D, mitochondrial","Mitochondrial central dogma > Translation > fMet processing | Protein import, sorting and homeostasis > Protein homeostasis > Proteases"
10768,AHCYL1,adenosylhomocysteinase like 1,Mitochondrial dynamics and surveillance > Organelle contact sites
25934,NIPSNAP3A,nipsnap homolog 3A,0
64757,MTARC1,mitochondrial amidoxime reducing component 1,Metabolism > Metals and cofactors > Molybdenum cofactor synthesis and proteins | Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Detoxification > Amidoxime reducing complex
139341,FUNDC1,FUN14 domain containing 1,Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy
2180,ACSL1,acyl-CoA synthetase long chain family member 1,Metabolism > Lipid metabolism > Fatty acid oxidation
116228,COX20,cytochrome c oxidase assembly factor COX20,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors
83693,HSDL1,hydroxysteroid dehydrogenase like 1,0
874,CBR3,carbonyl reductase 3,Metabolism > Detoxification > Xenobiotic metabolism
130916,MTERF4,mitochondrial transcription termination factor 4,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly
390916,NUDT19,nudix hydrolase 19,Metabolism > Metals and cofactors > Coenzyme A metabolism
50865,HEBP1,heme binding protein 1,0
114971,PTPMT1,protein tyrosine phosphatase mitochondrial 1,Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism
192111,PGAM5,"PGAM family member 5, mitochondrial serine/threonine protein phosphatase",Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy
1841,DTYMK,deoxythymidylate kinase,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing
3735,KARS1,lysyl-tRNA synthetase 1,Mitochondrial central dogma > Translation > mt-tRNA synthetases
6770,STAR,steroidogenic acute regulatory protein,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis"
131118,DNAJC19,DnaJ heat shock protein family (Hsp40) member C19,"Protein import, sorting and homeostasis > Protein import and sorting > Import motor"
5009,OTC,ornithine carbamoyltransferase,Metabolism > Amino acid metabolism > Urea cycle
9167,COX7A2L,cytochrome c oxidase subunit 7A2 like,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits | OXPHOS > OXPHOS assembly factors | OXPHOS > Respirasome assembly
51001,MTERF3,mitochondrial transcription termination factor 3,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly
118980,SFXN2,sideroflexin 2,Small molecule transport > Sideroflexins
2194,FASN,fatty acid synthase,Metabolism > Lipid metabolism
65018,PINK1,PTEN induced kinase 1,Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy | Signaling
80775,TMEM177,transmembrane protein 177,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors
7296,TXNRD1,thioredoxin reductase 1,Metabolism > Detoxification > ROS and glutathione metabolism | Metabolism > Detoxification > Selenoproteins
79896,THNSL1,threonine synthase like 1,0
2224,FDPS,farnesyl diphosphate synthase,Metabolism > Lipid metabolism > Cholesterol-associated
3422,IDI1,isopentenyl-diphosphate delta isomerase 1,Metabolism > Lipid metabolism > Cholesterol-associated
7156,TOP3A,DNA topoisomerase III alpha,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication
94033,FTMT,ferritin mitochondrial,Metabolism > Metals and cofactors > Iron homeostasis
92483,LDHAL6B,lactate dehydrogenase A like 6B,Metabolism > Carbohydrate metabolism
9650,MTFR1,mitochondrial fission regulator 1,Mitochondrial dynamics and surveillance > Fission
23786,BCL2L13,BCL2 like 13,Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy | Mitochondrial dynamics and surveillance > Apoptosis
54931,TRMT10C,"tRNA methyltransferase 10C, mitochondrial RNase P subunit",Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications
11332,ACOT7,acyl-CoA thioesterase 7,Metabolism > Lipid metabolism
51106,TFB1M,"transcription factor B1, mitochondrial",Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly
381,ARF5,ADP ribosylation factor 5,0
55013,MCUB,mitochondrial calcium uniporter dominant negative subunit beta,Signaling > Calcium homeostasis > Calcium cycle | Small molecule transport > Calcium uniporter
56652,TWNK,twinkle mtDNA helicase,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid
27249,MMADHC,metabolism of cobalamin associated D,Metabolism > Vitamin metabolism > Vitamin B12 metabolism
29920,PYCR2,pyrroline-5-carboxylate reductase 2,Metabolism > Amino acid metabolism > Proline metabolism
100131187,TSTD1,thiosulfate sulfurtransferase like domain containing 1,Metabolism > Sulfur metabolism
57149,LYRM1,LYR motif containing 1,0
114876,OSBPL1A,oxysterol binding protein like 1A,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism"
9401,RECQL4,RecQ like helicase 4,Mitochondrial central dogma > mtDNA maintenance > mtDNA repair
100131801,PET100,PET100 cytochrome c oxidase chaperone,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors
54332,GDAP1,ganglioside induced differentiation associated protein 1,0
219402,MTIF3,mitochondrial translational initiation factor 3,Mitochondrial central dogma > Translation > Translation factors
7374,UNG,uracil DNA glycosylase,Mitochondrial central dogma > mtDNA maintenance > mtDNA repair
10249,GLYAT,glycine-N-acyltransferase,Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Detoxification > Xenobiotic metabolism
79763,ISOC2,isochorismatase domain containing 2,0
516,ATP5MC1,ATP synthase membrane subunit c locus 1,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits
5860,QDPR,quinoid dihydropteridine reductase,Metabolism > Metals and cofactors > Tetrahydobiopterin synthesis | Metabolism > Vitamin metabolism > Folate and 1-C metabolism
79934,COQ8B,coenzyme Q8B,Metabolism > Metals and cofactors > Coenzyme Q metabolism
85865,GTPBP10,GTP binding protein 10,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly
706,TSPO,translocator protein,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis"
2495,FTH1,ferritin heavy chain 1,Metabolism > Metals and cofactors > Iron homeostasis
55621,TRMT1,tRNA methyltransferase 1,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications
90956,ADCK2,aarF domain containing kinase 2,0
100130890,TSTD3,thiosulfate sulfurtransferase like domain containing 3,0
92259,MRPS36,mitochondrial ribosomal protein S36,Mitochondrial central dogma > Translation > Mitochondrial ribosome | Metabolism > Carbohydrate metabolism > TCA cycle
57546,PDP2,pyruvate dehyrogenase phosphatase catalytic subunit 2,Metabolism > Carbohydrate metabolism > Pyruvate metabolism
55326,AGPAT5,1-acylglycerol-3-phosphate O-acyltransferase 5,Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism
84331,MCRIP2,MAPK regulated corepressor interacting protein 2,Signaling
7351,UCP2,uncoupling protein 2,Small molecule transport > SLC25A family
51312,SLC25A37,solute carrier family 25 member 37,Metabolism > Metals and cofactors > Iron homeostasis | Small molecule transport > SLC25A family
81894,SLC25A28,solute carrier family 25 member 28,Metabolism > Metals and cofactors > Iron homeostasis | Small molecule transport > SLC25A family
153328,SLC25A48,solute carrier family 25 member 48,Small molecule transport > SLC25A family
203427,SLC25A43,solute carrier family 25 member 43,Small molecule transport > SLC25A family
283600,SLC25A47,solute carrier family 25 member 47,Small molecule transport > SLC25A family
284427,SLC25A41,solute carrier family 25 member 41,Metabolism > Nucleotide metabolism > Nucleotide import | Small molecule transport > SLC25A family
284723,SLC25A34,solute carrier family 25 member 34,Small molecule transport > SLC25A family
2053,EPHX2,epoxide hydrolase 2,Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Lipid metabolism
11164,NUDT5,nudix hydrolase 5,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing
10367,MICU1,mitochondrial calcium uptake 1,Signaling > Calcium homeostasis > Calcium cycle | Signaling > Calcium homeostasis > EF hand proteins | Small molecule transport > Calcium uniporter
6647,SOD1,superoxide dismutase 1,Metabolism > Detoxification > ROS and glutathione metabolism
253190,SERHL2,serine hydrolase like 2,0
